Accessionid,title,extra,gi,createdate,updatedate,flags,taxid,slen,biomol,moltype,topology,sourcedb,segsetsize,projectid,genome,subtype,subname,assemblygi,assemblyacc,tech,completeness,geneticcode,strand,organism,strain,biosample
XR_004745101,"PREDICTED: Callithrix jacchus U5 spliceosomal RNA (LOC118154848), ncRNA",gi|2461858024|ref|XR_004745101.2|,2461858024,03/07/2020,18/03/2023,512,9483,119,ncRNA|snRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745100,"PREDICTED: Callithrix jacchus U5 spliceosomal RNA (LOC118154847), ncRNA",gi|2461858023|ref|XR_004745100.2|,2461858023,03/07/2020,18/03/2023,512,9483,114,ncRNA|snRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745096,"PREDICTED: Callithrix jacchus U4 spliceosomal RNA (LOC118154838), ncRNA",gi|2461858022|ref|XR_004745096.2|,2461858022,03/07/2020,18/03/2023,512,9483,140,ncRNA|snRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745093,"PREDICTED: Callithrix jacchus U4 spliceosomal RNA (LOC118154835), ncRNA",gi|2461858021|ref|XR_004745093.2|,2461858021,03/07/2020,18/03/2023,512,9483,139,ncRNA|snRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745091,"PREDICTED: Callithrix jacchus U4 spliceosomal RNA (LOC118154833), ncRNA",gi|2461858020|ref|XR_004745091.2|,2461858020,03/07/2020,18/03/2023,512,9483,140,ncRNA|snRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306628,"PREDICTED: Callithrix jacchus aquaporin 12B (AQP12B), transcript variant X2, mRNA",gi|2461858018|ref|XM_035306628.2|,2461858018,03/07/2020,18/03/2023,512,9483,1037,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_003733276,"PREDICTED: Callithrix jacchus aquaporin 12B (AQP12B), transcript variant X1, mRNA",gi|2461858016|ref|XM_003733276.5|,2461858016,08/06/2012,18/03/2023,512,9483,1073,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482423,"PREDICTED: Callithrix jacchus uncharacterized LOC128932517 (LOC128932517), ncRNA",gi|2461858015|ref|XR_008482423.1|,2461858015,18/03/2023,18/03/2023,512,9483,1361,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999759,"PREDICTED: Callithrix jacchus prolactin releasing hormone (PRLH), mRNA",gi|2461858013|ref|XM_008999759.4|,2461858013,02/09/2014,18/03/2023,512,9483,631,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745082,"PREDICTED: Callithrix jacchus uncharacterized LOC118154820 (LOC118154820), ncRNA",gi|2461858012|ref|XR_004745082.2|,2461858012,03/07/2020,18/03/2023,512,9483,722,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_621262,"PREDICTED: Callithrix jacchus uncharacterized LOC103794017 (LOC103794017), ncRNA",gi|2461858011|ref|XR_621262.4|,2461858011,02/09/2014,18/03/2023,512,9483,1423,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482422,"PREDICTED: Callithrix jacchus uncharacterized LOC128932516 (LOC128932516), ncRNA",gi|2461858010|ref|XR_008482422.1|,2461858010,18/03/2023,18/03/2023,512,9483,4187,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306626,"PREDICTED: Callithrix jacchus transcription factor BTF3-like (LOC100389798), mRNA",gi|2461858009|ref|XM_035306626.2|,2461858009,03/07/2020,18/03/2023,512,9483,862,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745078,"PREDICTED: Callithrix jacchus keratin, type II cytoskeletal 8-like (LOC100390270), misc_RNA",gi|2461858008|ref|XR_004745078.2|,2461858008,03/07/2020,18/03/2023,512,9483,1665,transcribed-RNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999640,"PREDICTED: Callithrix jacchus C-C motif chemokine ligand 20 (CCL20), transcript variant X2, mRNA",gi|2461858007|ref|XM_008999640.3|,2461858007,02/09/2014,18/03/2023,512,9483,806,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749863,"PREDICTED: Callithrix jacchus C-C motif chemokine ligand 20 (CCL20), transcript variant X1, mRNA",gi|2461858006|ref|XM_002749863.5|,2461858006,18/05/2010,18/03/2023,512,9483,809,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258391,"PREDICTED: Callithrix jacchus small cysteine and glycine repeat-containing protein 8-like (LOC128932515), mRNA",gi|2461858004|ref|XM_054258391.1|,2461858004,18/03/2023,18/03/2023,512,9483,1187,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054258390,"PREDICTED: Callithrix jacchus small cysteine and glycine repeat-containing protein 5-like (LOC128932514), mRNA",gi|2461858002|ref|XM_054258390.1|,2461858002,18/03/2023,18/03/2023,512,9483,842,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_621206,"PREDICTED: Callithrix jacchus uncharacterized LOC103793968 (LOC103793968), ncRNA",gi|2461858001|ref|XR_621206.3|,2461858001,02/09/2014,18/03/2023,512,9483,1455,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745076,"PREDICTED: Callithrix jacchus uncharacterized LOC118154815 (LOC118154815), ncRNA",gi|2461858000|ref|XR_004745076.2|,2461858000,03/07/2020,18/03/2023,512,9483,1066,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745075,"PREDICTED: Callithrix jacchus uncharacterized LOC118154814 (LOC118154814), ncRNA",gi|2461857999|ref|XR_004745075.2|,2461857999,03/07/2020,18/03/2023,512,9483,2565,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482421,"PREDICTED: Callithrix jacchus uncharacterized LOC118154813 (LOC118154813), transcript variant X2, ncRNA",gi|2461857998|ref|XR_008482421.1|,2461857998,18/03/2023,18/03/2023,512,9483,553,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745074,"PREDICTED: Callithrix jacchus uncharacterized LOC118154813 (LOC118154813), transcript variant X1, ncRNA",gi|2461857997|ref|XR_004745074.2|,2461857997,03/07/2020,18/03/2023,512,9483,723,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745073,"PREDICTED: Callithrix jacchus uncharacterized LOC118154811 (LOC118154811), ncRNA",gi|2461857996|ref|XR_004745073.2|,2461857996,03/07/2020,18/03/2023,512,9483,583,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_001912483,"PREDICTED: Callithrix jacchus uncharacterized LOC108592372 (LOC108592372), ncRNA",gi|2461857995|ref|XR_001912483.3|,2461857995,31/08/2016,18/03/2023,512,9483,289,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_001912479,"PREDICTED: Callithrix jacchus uncharacterized LOC108592369 (LOC108592369), ncRNA",gi|2461857994|ref|XR_001912479.3|,2461857994,31/08/2016,18/03/2023,512,9483,2159,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745069,"PREDICTED: Callithrix jacchus uncharacterized LOC118154807 (LOC118154807), ncRNA",gi|2461857993|ref|XR_004745069.2|,2461857993,03/07/2020,18/03/2023,512,9483,2488,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745085,"PREDICTED: Callithrix jacchus uncharacterized LOC108592264 (LOC108592264), ncRNA",gi|2461857992|ref|XR_004745085.2|,2461857992,03/07/2020,18/03/2023,512,9483,369,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744819,"PREDICTED: Callithrix jacchus uncharacterized LOC118154648 (LOC118154648), ncRNA",gi|2461857991|ref|XR_004744819.2|,2461857991,03/07/2020,18/03/2023,512,9483,1709,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482420,"PREDICTED: Callithrix jacchus uncharacterized LOC128932513 (LOC128932513), ncRNA",gi|2461857990|ref|XR_008482420.1|,2461857990,18/03/2023,18/03/2023,512,9483,642,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745065,"PREDICTED: Callithrix jacchus uncharacterized LOC118154802 (LOC118154802), ncRNA",gi|2461857989|ref|XR_004745065.2|,2461857989,03/07/2020,18/03/2023,512,9483,313,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745064,"PREDICTED: Callithrix jacchus uncharacterized LOC118154801 (LOC118154801), ncRNA",gi|2461857988|ref|XR_004745064.2|,2461857988,03/07/2020,18/03/2023,512,9483,1597,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745063,"PREDICTED: Callithrix jacchus heat shock protein HSP 90-beta-like (LOC100408763), misc_RNA",gi|2461857987|ref|XR_004745063.2|,2461857987,03/07/2020,18/03/2023,512,9483,2461,transcribed-RNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482419,"PREDICTED: Callithrix jacchus uncharacterized LOC128932511 (LOC128932511), ncRNA",gi|2461857986|ref|XR_008482419.1|,2461857986,18/03/2023,18/03/2023,512,9483,231,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745059,"PREDICTED: Callithrix jacchus uncharacterized LOC118154795 (LOC118154795), ncRNA",gi|2461857985|ref|XR_004745059.2|,2461857985,03/07/2020,18/03/2023,512,9483,500,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482418,"PREDICTED: Callithrix jacchus uncharacterized LOC128932510 (LOC128932510), ncRNA",gi|2461857984|ref|XR_008482418.1|,2461857984,18/03/2023,18/03/2023,512,9483,1270,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035306619,"PREDICTED: Callithrix jacchus transcriptional repressor protein YY1-like (LOC100389436), mRNA",gi|2461857982|ref|XM_035306619.2|,2461857982,03/07/2020,18/03/2023,512,9483,926,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745057,"PREDICTED: Callithrix jacchus uncharacterized LOC118154792 (LOC118154792), ncRNA",gi|2461857981|ref|XR_004745057.2|,2461857981,03/07/2020,18/03/2023,512,9483,467,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_008482415,"PREDICTED: Callithrix jacchus uncharacterized LOC128932509 (LOC128932509), ncRNA",gi|2461857980|ref|XR_008482415.1|,2461857980,18/03/2023,18/03/2023,512,9483,866,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745053,"PREDICTED: Callithrix jacchus uncharacterized LOC108592344 (LOC108592344), ncRNA",gi|2461857979|ref|XR_004745053.2|,2461857979,03/07/2020,18/03/2023,512,9483,366,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004745052,"PREDICTED: Callithrix jacchus uncharacterized LOC103793731 (LOC103793731), ncRNA",gi|2461857978|ref|XR_004745052.2|,2461857978,03/07/2020,18/03/2023,512,9483,2433,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744574,"PREDICTED: Callithrix jacchus uncharacterized LOC118154554 (LOC118154554), transcript variant X2, ncRNA",gi|2461857977|ref|XR_004744574.2|,2461857977,03/07/2020,18/03/2023,512,9483,3968,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744575,"PREDICTED: Callithrix jacchus uncharacterized LOC118154554 (LOC118154554), transcript variant X1, ncRNA",gi|2461857976|ref|XR_004744575.2|,2461857976,03/07/2020,18/03/2023,512,9483,4152,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744555,"PREDICTED: Callithrix jacchus uncharacterized LOC118154548 (LOC118154548), ncRNA",gi|2461857975|ref|XR_004744555.2|,2461857975,03/07/2020,18/03/2023,512,9483,1055,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
